accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution
KY680385	KY680385.1	CHIKV/Homo sapiens/USA/CKVHL_70/2014	2014-11-25	North America	USA	Polk County		Homo sapiens	2017-04-01		Shabman et al.	Shabman,R.,Pickett,B.,Das,S.R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Durbin,A.,Heberlein-Larson,L.	J. Craig Venter Institute
KY680391	KY680391.1	CHIKV/Homo sapiens/USA/CKVHL_72/2014	2014-10-24	North America	USA	Orange County		Homo sapiens	2017-04-01		Shabman et al.	Shabman,R.,Pickett,B.,Das,S.R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Durbin,A.,Heberlein-Larson,L.	J. Craig Venter Institute
KY680395	KY680395.1	CHIKV/Homo sapiens/USA/CKVHL_08/2014	2014-07-21	North America	USA	Dade County		Homo sapiens	2017-04-01		Shabman et al.	Shabman,R.,Pickett,B.,Das,S.R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Durbin,A.,Heberlein-Larson,L.	J. Craig Venter Institute
KY703894	KY703894.1	CHIKV/Homo sapiens/NIC/6446.1LA1/2015	2015-10-09	North America	Nicaragua	Managua		Homo sapiens	2017-04-01		Shabman et al.	Shabman,R.,Pickett,B.,Das,S.R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Durbin,A.,Balmaseda,A.L.,Guillermina,K.,Gresh,L.,Gordon,A.,Harris,E.	J. Craig Venter Institute
KY703907	KY703907.1	CHIKV/Homo sapiens/NIC/996.12.A.1/2015	2015-07-15	North America	Nicaragua	Managua		Homo sapiens	2017-04-01		Shabman et al.	Shabman,R.,Pickett,B.,Das,S.R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Durbin,A.,Balmaseda,A.L.,Guillermina,K.,Gresh,L.,Gordon,A.,Harris,E.	J. Craig Venter Institute
KY703911	KY703911.1	CHIKV/Homo sapiens/NIC/1167.12.A.1/2015	2015-12-17	North America	Nicaragua	Managua		Homo sapiens	2017-04-01		Shabman et al.	Shabman,R.,Pickett,B.,Das,S.R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Durbin,A.,Balmaseda,A.L.,Guillermina,K.,Gresh,L.,Gordon,A.,Harris,E.	J. Craig Venter Institute
KY703939	KY703939.1	KY703939	2015-12-01	North America	Nicaragua			Homo sapiens	2017-04-01		Shabman et al.	Shabman,R.,Pickett,B.,Das,S.R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Durbin,A.,Balmaseda,A.L.,Guillermina,K.,Gresh,L.,Gordon,A.,Harris,E.	J. Craig Venter Institute
KY704933	KY704933.1	CHIKV/Homo_sapiens/Brazil/2016/6AL	2016-03-30	South America	Brazil	Maceio	Alagoas	Homo sapiens	2017-07-24		da Costa et al.	da Costa,A.C.,Theze,J.,Komninakis,S.C.V.,Sanz-Duro,R.L.,Felinto,M.R.L.,Moura,L.C.C.,Barroso,I.M.O.,Santos,L.E.C.,Nunes,M.A.L.,Moura,A.A.,Lourenco,J.,Deng,X.,Delwart,E.L.,Guimaraes,M.R.A.S.,Pybus,O.G.,Sabino,E.C.,Faria,N.R.	University of Oxford, Department of Zoology
LC259083	LC259083.1	CHIKV/Hu/Indonesia/NIID58/2009	2009-09-11	Asia	Indonesia			Homo sapiens	2017-12-22		Nakayama et al.	Nakayama,E.,Tajima,S.,Kotaki,A.,Tomohiko,T.,Takasaki,T.	Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640
LC259085	LC259085.1	CHIKV/Hu/Indonesia/NIID181/2012	2012-10-15	Asia	Indonesia			Homo sapiens	2017-12-22		Nakayama et al.	Nakayama,E.,Tajima,S.,Kotaki,A.,Tomohiko,T.,Takasaki,T.	Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640
LC259088	LC259088.1	CHIKV/Hu/Tonga/NIID41/2014	2014-03-25	Oceania	Tonga			Homo sapiens	2017-12-22		Nakayama et al.	Nakayama,E.,Tajima,S.,Kotaki,A.,Tomohiko,T.,Takasaki,T.	Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640
LC259089	LC259089.1	CHIKV/Hu/Commonwealth of Dominica/NIID73/2014	2014-06-23	North America	Dominica			Homo sapiens	2017-12-22		Nakayama et al.	Nakayama,E.,Tajima,S.,Kotaki,A.,Tomohiko,T.,Takasaki,T.	Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640
LC259091	LC259091.1	CHIKV/Hu/Indonesia/NIID35/2015	2015-05-07	Asia	Indonesia			Homo sapiens	2017-12-22		Nakayama et al.	Nakayama,E.,Tajima,S.,Kotaki,A.,Tomohiko,T.,Takasaki,T.	Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640
LC259094	LC259094.1	CHIKV/Hu/Angola/NIID54/2016	2016-05-11	Africa	Angola			Homo sapiens	2017-12-22		Nakayama et al.	Nakayama,E.,Tajima,S.,Kotaki,A.,Tomohiko,T.,Takasaki,T.	Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640
LC461594	LC461594.1	160_SDG	2018-08-21	Africa	Sudan			Homo sapiens	2019-02-05		Aradainb et al.	Aradainb,I.E.,Salim,B.,Aradaib,I.E.	Clinical Medicine; Alkarib, Khartoum, Khartoum 11115
LC580240	LC580240.1	BGD17-0932	2017-08-XX	Asia	Bangladesh	Dhaka		Homo sapiens	2020-11-20		Phadungsombat et al.	Phadungsombat,J.,Imad,H.,Rahman,M.,Nakayama,E.E.,Kludkleeb,S.,Ponam,T.,Rahim,R.,Hasan,A.,Poltep,K.,Yamanaka,A.,Matsee,W.,Piyaphanee,W.,Phumratanaprapin,W.,Shioda,T.	Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400
LC580253	LC580253.1	BGD17-1538	2017-11-XX	Asia	Bangladesh	Dhaka		Homo sapiens	2020-11-20		Phadungsombat et al.	Phadungsombat,J.,Imad,H.,Rahman,M.,Nakayama,E.E.,Kludkleeb,S.,Ponam,T.,Rahim,R.,Hasan,A.,Poltep,K.,Yamanaka,A.,Matsee,W.,Piyaphanee,W.,Phumratanaprapin,W.,Shioda,T.	Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400
LC580255	LC580255.1	BGD17-1629	2017-12-XX	Asia	Bangladesh	Dhaka		Homo sapiens	2020-11-20		Phadungsombat et al.	Phadungsombat,J.,Imad,H.,Rahman,M.,Nakayama,E.E.,Kludkleeb,S.,Ponam,T.,Rahim,R.,Hasan,A.,Poltep,K.,Yamanaka,A.,Matsee,W.,Piyaphanee,W.,Phumratanaprapin,W.,Shioda,T.	Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400
LC603810	LC603810.1	MLD19-01	2019-03-XX	Asia	Maldives			Homo sapiens	2021-08-04		Imad et al.	Imad,H.A.,Phadungsombat,J.,Nakayama,E.E.,Suzuki,K.,Ibrahim,A.M.,Afaa,A.,Azeema,A.,Nazfa,A.,Yazfa,A.,Ahmed,A.,Saeed,A.,Waheed,A.,Shareef,F.,Islam,M.M.,Anees,S.M.,Saleem,S.,Aroosha,A.,Afzal,I.,Leaungwutiwong,P.,Piyaphanee,W.,Phumratanaprapin,W.,Shioda,T.	Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400
LC603843	LC603843.1	MLD19-77	2019-08-XX	Asia	Maldives			Homo sapiens	2021-08-04		Imad et al.	Imad,H.A.,Phadungsombat,J.,Nakayama,E.E.,Suzuki,K.,Ibrahim,A.M.,Afaa,A.,Azeema,A.,Nazfa,A.,Yazfa,A.,Ahmed,A.,Saeed,A.,Waheed,A.,Shareef,F.,Islam,M.M.,Anees,S.M.,Saleem,S.,Aroosha,A.,Afzal,I.,Leaungwutiwong,P.,Piyaphanee,W.,Phumratanaprapin,W.,Shioda,T.	Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400
LC664143	LC664143.1	MLD19-09	2019-03-30	Asia	Maldives			Homo sapiens	2022-02-08		Phadungsombat et al.	Phadungsombat,J.,Imad,H.A.,Nakayama,E.E.,Leaungwutiwong,P.,Ramasoota,P.,Nguitragool,W.,Matsee,W.,Piyaphanee,W.,Shioda,T.	Osaka University, Department of Viral Infections; 3-1 Yamadaoka, Suita, Osaka 565-0871
LC664150	LC664150.1	MLD19-47	2019-04-10	Asia	Maldives			Homo sapiens	2022-02-08		Phadungsombat et al.	Phadungsombat,J.,Imad,H.A.,Nakayama,E.E.,Leaungwutiwong,P.,Ramasoota,P.,Nguitragool,W.,Matsee,W.,Piyaphanee,W.,Shioda,T.	Osaka University, Department of Viral Infections; 3-1 Yamadaoka, Suita, Osaka 565-0871
LC664152	LC664152.1	MLD19-68	2019-05-19	Asia	Maldives			Homo sapiens	2022-02-08		Phadungsombat et al.	Phadungsombat,J.,Imad,H.A.,Nakayama,E.E.,Leaungwutiwong,P.,Ramasoota,P.,Nguitragool,W.,Matsee,W.,Piyaphanee,W.,Shioda,T.	Osaka University, Department of Viral Infections; 3-1 Yamadaoka, Suita, Osaka 565-0871
LC664154	LC664154.1	MLD19-71	2019-05-XX	Asia	Maldives			Homo sapiens	2022-02-08		Phadungsombat et al.	Phadungsombat,J.,Imad,H.A.,Nakayama,E.E.,Leaungwutiwong,P.,Ramasoota,P.,Nguitragool,W.,Matsee,W.,Piyaphanee,W.,Shioda,T.	Osaka University, Department of Viral Infections; 3-1 Yamadaoka, Suita, Osaka 565-0871
LC664155	LC664155.1	MLD19-72	2019-06-18	Asia	Maldives			Homo sapiens	2022-02-08		Phadungsombat et al.	Phadungsombat,J.,Imad,H.A.,Nakayama,E.E.,Leaungwutiwong,P.,Ramasoota,P.,Nguitragool,W.,Matsee,W.,Piyaphanee,W.,Shioda,T.	Osaka University, Department of Viral Infections; 3-1 Yamadaoka, Suita, Osaka 565-0871
LC664157	LC664157.1	BHTD20-WM05	2020-06-29	Asia	Thailand			Homo sapiens	2022-02-08		Phadungsombat et al.	Phadungsombat,J.,Imad,H.A.,Nakayama,E.E.,Leaungwutiwong,P.,Ramasoota,P.,Nguitragool,W.,Matsee,W.,Piyaphanee,W.,Shioda,T.	Osaka University, Department of Viral Infections; 3-1 Yamadaoka, Suita, Osaka 565-0871
LC664158	LC664158.1	BHTD20-WM14	2020-07-21	Asia	Thailand			Homo sapiens	2022-02-08		Phadungsombat et al.	Phadungsombat,J.,Imad,H.A.,Nakayama,E.E.,Leaungwutiwong,P.,Ramasoota,P.,Nguitragool,W.,Matsee,W.,Piyaphanee,W.,Shioda,T.	Osaka University, Department of Viral Infections; 3-1 Yamadaoka, Suita, Osaka 565-0871
LC707379	LC707379.1	SYMAV-H0915	2021-06-15	Africa	Gabon	Syndara		Homo sapiens	2022-08-26		Ushijima et al.	Ushijima,Y.,Abe,H.,Mbadinga,M.J.V.M.,Nguema-Ondo,G.,Bikangui,R.,Agnandji,S.T.,Lell,B.,Yasuda,J.	Nagasaki University, Department of Emerging Infectious Diseases; 1-12-4 Sakamoto, Nagasaki, Nagasaki 851-8523
LN898093	LN898093.1	Caribbean strain	2013-12-XX	Europe	France	Martinique		Homo sapiens	2016-01-04		Stapleford et al.	Stapleford,K.A.,Moratorio,G.,Henningsson,R.,Chen,R.,Matheus,S.,Enfissi,A.,Weissglas-Volkov,D.,Isakov,O.,Blanc,H.,Mounce,B.C.,Dupont-Rouzeyrol,M.,Shomron,N.,Weaver,S.,Fontes,M.,Rousset,D.,Vignuzzi,M.	Viral Populations and Pathogenesis Unit, Institut Pasteur, 28 rue du Dr Roux, Paris, 75015
LS453285	LS453285.1	Italy/Emilia Romagna-ISS-E1-GP/2007	2007-08-20	Europe	Italy	Emilia Romagna			2019-11-29		Remoli et al.	Remoli,M.	ISTITUTO SUPERIORE DI SANITA, Department of infectious diseses, V.le Regina Elena 299, 00161
MF076577	MF076577.1	M2012-006P	2012-08-31	Asia	Laos	Champasack	Khong, Done Khao	Culicidae	2017-10-08		Grandadam et al.	Grandadam,M.,Diancourt,L.,Caro,V.,Brey,P.T.	Institut Pasteur, Cellule d'Intervention Biologique d'Urgence (CIBU)
MF374501	MF374501.1	BSB1	2015-11-17	South America	Brazil			Homo sapiens	2018-05-14		Barra et al.	Barra,G.B.	Sabin laboratory, Research and development
MF407264	MF407264.1	MF407264	2015-10-15	North America	Mexico	Yucatan		Homo sapiens	2017-10-21		Mussaret Bano et al.	Mussaret Bano,Z.,Garcia Cordero,J.,Rivero-Gomez,R.,Corzo-Gomez,J.,Gonzalez y Almeida,M.E.,Bonilla-Moreno,R.,Villegas Sepulveda,N.,Cedillo Barron,L.	CINVESTAV, Biomedicina Molecular
MF589167	MF589167.1	IR065	2016-01-26	South America	Brazil	Alagoas		Homo sapiens	2018-04-29		Tanabe et al.	Tanabe,E.Ld.L.,Tanabe,I.S.B.,Santos,E.Cd.,Marques,J.Pd.S.,Borges,A.A.,Lima,M.Cd.,Anderson,L.,Bassi,E.J.,Tanabe,E.L.L.	Universidade Federal de Alagoas - UFAL, Instituto de Ciencias Biologicas e da Saude - ICBS
MF696157	MF696157.1	ECSA	2006-03-31	Europe	France	Réunion			2018-01-29		Tuekprakhon et al.	Tuekprakhon,A.,Nakayama,E.E.,Bartholomeeusen,K.,Puiprom,O.,Sasaki,T.,Huits,R.,Luplertlop,N.,Kosoltanapiwat,N.,Maneekan,P.,Arien,K.K.,Shioda,T.,Leaungwutiwong,P.,Vereecken,K.	Institute of Tropical Medicine Antwerp, Biomedical Sciences
MF696158	MF696158.1	ECSA	2009-09-18	Asia	Thailand				2018-01-29		Tuekprakhon et al.	Tuekprakhon,A.,Nakayama,E.E.,Bartholomeeusen,K.,Puiprom,O.,Sasaki,T.,Huits,R.,Luplertlop,N.,Kosoltanapiwat,N.,Maneekan,P.,Arien,K.K.,Shioda,T.,Leaungwutiwong,P.,Vereecken,K.	Institute of Tropical Medicine Antwerp, Biomedical Sciences
MF696160	MF696160.1	Asian Caribbean	2014-12-13	Oceania	French Polynesia				2018-01-29		Tuekprakhon et al.	Tuekprakhon,A.,Nakayama,E.E.,Bartholomeeusen,K.,Puiprom,O.,Sasaki,T.,Huits,R.,Luplertlop,N.,Kosoltanapiwat,N.,Maneekan,P.,Arien,K.K.,Shioda,T.,Leaungwutiwong,P.,Vereecken,K.	Institute of Tropical Medicine Antwerp, Biomedical Sciences
MG000875	MG000875.1	CHIKV/Culex quinquefasciatus/Haiti-1/2016	2016-06-27	North America	Haiti			Culex quinquefasciatus	2018-03-11		White et al.	White,S.K.,Mavian,C.,Salemi,M.,Morris,J.G. Jr.,Elbadry,M.A.,Okech,B.A.,Lednicky,J.A.,Dunford,J.C.,Dunford,J.	University of Florida - Gainesville, Environmental and Global Health
MG000876	MG000876.1	CHIKV/Aedes albopictus/Haiti-1/2016	2016-05-17	North America	Haiti			Aedes albopictus	2018-03-11		White et al.	White,S.K.,Mavian,C.,Salemi,M.,Morris,J.G. Jr.,Elbadry,M.A.,Okech,B.A.,Lednicky,J.A.,Dunford,J.C.,Dunford,J.	University of Florida - Gainesville, Environmental and Global Health
MG902897	MG902897.1	05-05-16	2016-05-07	Africa	Kenya			Homo sapiens	2018-10-03		Konongoi et al.	Konongoi,L.,Nyunja,A.,Sang,R.,Ofula,V.,Koka,H.,Koskei,E.,Owaka,S.,Mutisya,J.,Lutomiah,J.,Eyase,F.	Kenya Medical Research Institute, Center for Virus Research
MG902910	MG902910.1	76-06-16	2016-06-02	Africa	Kenya			Homo sapiens	2018-10-03		Konongoi et al.	Konongoi,L.,Nyunja,A.,Sang,R.,Ofula,V.,Koka,H.,Koskei,E.,Owaka,S.,Mutisya,J.,Lutomiah,J.,Eyase,F.	Kenya Medical Research Institute, Center for Virus Research
MG912993	MG912993.1	ZJQZ3 2017	2017-08-30	Asia	China			Homo sapiens	2018-11-18		Pan et al.	Pan,J.,Zhang,Y.,Yan,J.	Zhejiang Provincial Center for Disease Control and Prevention, Microbiology
MG925665	MG925665.1	CHIKV/Henan001/2017	2017-12-15	Asia	China			Homo sapiens	2018-03-20		Xingle et al.	Xingle,L.,Yi,L.,Ruolin,W.,Jia,S.,Bianli,X.,Xueyong,H.	Infectious Disease Prevention and Control Institute, Henan Provincial Center for Disease Control and Prevention
MG967248	MG967248.1	Cook2014-091214-1415169	2014-12-09	Oceania	Cook Islands	Imported Samoa		Homo sapiens	2019-03-16		Teissier et al.	Teissier,A.,Naivalu,T.,Paofaaite,T.,Paoaafaite,T.	Institut Louis Malarde, Unit of Emerging Infectious Diseases
MG967249	MG967249.1	Cook2015-120115-1500305	2015-01-12	Oceania	Cook Islands			Homo sapiens	2019-03-16		Teissier et al.	Teissier,A.,Naivalu,T.,Paofaaite,T.,Paoaafaite,T.	Institut Louis Malarde, Unit of Emerging Infectious Diseases
MG967250	MG967250.1	Cook2015-060215-1501400	2015-02-06	Oceania	Cook Islands			Homo sapiens	2019-03-16		Teissier et al.	Teissier,A.,Naivalu,T.,Paofaaite,T.,Paoaafaite,T.	Institut Louis Malarde, Unit of Emerging Infectious Diseases
MG967255	MG967255.1	Samoa2014-0814-S08004	2014-08-XX	Oceania	Samoa	Apia		Homo sapiens	2019-03-16		Teissier et al.	Teissier,A.,Naivalu,T.,Paofaaite,T.,Paoaafaite,T.	Institut Louis Malarde, Unit of Emerging Infectious Diseases
MG967259	MG967259.1	Yap2014-010614-14000227	2014-06-01	Oceania	Micronesia	Yap		Homo sapiens	2019-03-16		Teissier et al.	Teissier,A.,Naivalu,T.,Paofaaite,T.,Paoaafaite,T.	Institut Louis Malarde, Unit of Emerging Infectious Diseases
MG967261	MG967261.1	Pohnpei2015-230415-15009120	2015-04-24	Oceania	Micronesia	Pohnpei		Homo sapiens	2019-03-16		Teissier et al.	Teissier,A.,Naivalu,T.,Paofaaite,T.,Paoaafaite,T.	Institut Louis Malarde, Unit of Emerging Infectious Diseases
MG967265	MG967265.1	Nauru2015-290515-3028	2015-03-16	Oceania	Nauru			Homo sapiens	2019-03-16		Teissier et al.	Teissier,A.,Naivalu,T.,Paofaaite,T.	Institut Louis Malarde, Unit of Emerging Infectious Diseases
MG967271	MG967271.1	Fiji2016-060516-5561	2016-05-06	Oceania	Fiji	Suva		Homo sapiens	2019-03-16		Teissier et al.	Teissier,A.,Naivalu,T.,Paofaaite,T.	Institut Louis Malarde, Unit of Emerging Infectious Diseases
MH135268	MH135268.1	RDN1	2017-08-01	Asia	Bangladesh			Homo sapiens	2019-10-15		Mazumder et al.	Mazumder,R.,Ahmed,D.,Chowdhury,A.H.,Ahmed,N.	International Centre for Diarrhoeal Disease Research, Laboratory Sciences & Services Division (LSSD)
MH215581	MH215581.1	GV081	2017-07-XX	South America	Brazil	Minas Gerais		Homo sapiens	2018-09-12		Lessa-Aquino et al.	Lessa-Aquino,C.,Trinta,K.S.,Pestana,C.P.,Ribeiro,M.O.,Sucupira,M.V.,Boia,M.N.,Baptista,P.A.,Cunha,R.V.,Medeiros,M.A.	Oswaldo Cruz Foundation, Bio-Manguinhos, Department of Technology Development
MH329296	MH329296.1	M6	2014-09-13	South America	Colombia	Mahates Bolivar		Homo sapiens	2019-06-08		Mattar et al.	Mattar,S.,Villero,Y.,Puerta,A.,Arrieta,G.,Muskus,C.	University of Cordoba
MH378406	MH378406.1	242	2014-12-01	North America	Cuba			Homo sapiens	2019-02-20		Diaz Gutierrez et al.	Diaz Gutierrez,G.,Rodriguez-Roche,R.,Alvarez Vera,M.,Mesa Castillo,E.,Santana Acosta,E.,Guzman Tirado,M.	Pedro Kouri Institute of Tropical Medicine, Virology
MH378412	MH378412.1	110	2014-09-01	North America	Cuba			Homo sapiens	2019-02-20		Diaz Gutierrez et al.	Diaz Gutierrez,G.,Rodriguez-Roche,R.,Alvarez Vera,M.,Mesa Castillo,E.,Santana Acosta,E.,Guzman Tirado,M.	Pedro Kouri Institute of Tropical Medicine, Virology
MH379101	MH379101.1	CHIKV/isolate 1/2017/RVL/AIIMS Bhopal	2017-09-11	Asia	India	Madhya Pradesh		Homo sapiens	2019-02-13		Agarwal et al.	Agarwal,A.,Gupta,S.,Biswas,D.	All India Institute of Medical Sciences Bhopal, Regional Virology Laboratory
MH379105	MH379105.1	CHIKV/isolate 5/2017/RVL/AIIMS Bhopal	2017-11-10	Asia	India	Madhya Pradesh		Homo sapiens	2019-02-13		Agarwal et al.	Agarwal,A.,Gupta,S.,Biswas,D.	All India Institute of Medical Sciences Bhopal, Regional Virology Laboratory
MH423806	MH423806.1	106_16_S75	2016-06-01	Africa	Kenya	Mandera		Homo sapiens	2019-01-21		Maljkovic Berry et al.	Maljkovic Berry,I.,Eyase,F.,Pollett,S.,Limbaso Konongoi,S.,Figueroa,K.,Ofula,V.,Koka,H.,Koskei,E.,Nyunja,A.,Mancuso,J.D.,Jarman,R.G.,Sang,R.	Walter Reed Army Institute of Research, Viral Diseases Branch
MH548370	MH548370.1	pkOH	2016-09-XX	Asia	Pakistan			Homo sapiens	2018-07-31		Hussain et al.	Hussain,T.,Niazi,S.K.,Sawal,H.A.,Ghani,E.,Noor,M.	Armed Forces Institute of Pathology (AFIP), Virology
MH647180	MH647180.1	SGEHI44536Y11	2011-10-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647181	MH647181.1	SGEHI45704Y11	2011-11-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647193	MH647193.1	SGEHI19317Y13	2013-05-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647204	MH647204.1	SGEHI08550Y14	2014-02-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647208	MH647208.1	SGEHI23451Y17	2017-06-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647209	MH647209.1	SGEHI24061Y13	2013-06-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647215	MH647215.1	SGEHI50012Y10	2010-02-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647216	MH647216.1	SGEHI62649Y10	2010-01-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647217	MH647217.1	SGEHI08525Y13	2013-02-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647228	MH647228.1	SGEHIDS1357Y08	2008-09-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647291	MH647291.1	SGEHIDS124Y09	2009-01-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647294	MH647294.1	SGEHIDS214Y09	2009-01-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647301	MH647301.1	SGEHIDS1121Y09	2009-05-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647305	MH647305.1	SGEHIDS1392Y09	2009-06-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
MH647313	MH647313.1	SGEHI87491Y09	2009-12-XX	Asia	Singapore			Homo sapiens	2020-11-01		Hapuarachchi et al.	Hapuarachchi,H.C.,Wong,W.Y.,Koo,C.,Tien,W.P.,Lu,T.Y.,Yeo,G.,Rajarethinam,J.,Tan,E.,Chong,C.S.,Tan,C.H.,Yap,G.,Tan,L.K.,Ng,L.C.	National Environment Agency, Environmental Health Institute
